"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2251.51826"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ12","Other research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ21","Legal, accounting, management consulting, and public relations services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","180.176477"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2036.95696"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ31","Architectural, engineering, scientific, and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","23.38168"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ32","Waste treatment and de-pollution, agricultural and mining services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ33","Operating leasing services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ34","Trade-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","75.646612"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ35","Other business services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1937.928667"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1","Audiovisual and related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","22.006287"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4430.140694"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3845.59869"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3867.604977"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24.757073"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","834.863521"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","193.930406"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC3","Other modes of transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","162.296368"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2021","","","","162.296368"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9.627751"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2021","","","","152.668618"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE2","Construction in the reporting economy","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","16.504715"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","16.504715"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF4","Pension and standardized guaranteed services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","348","HUN","Hungary","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
